date,price,usd_brl,rainfall_index,supply_index,day,month,year,day_of_week,day_of_year,week_of_year,quarter,price_lag_1,price_lag_5,price_lag_20,rolling_mean_5,rolling_mean_20,rolling_std_20
2022-08-09,113.66,4.786,38.77,103.23,9,8,2022,1,221,32,3,115.47,113.63,112.87,113.15599999999999,113.3105,2.4275599076560415
2022-08-10,117.22,4.828,38.21,96.31,10,8,2022,2,222,32,3,113.66,109.09,111.6,113.162,113.35,2.426442056309488
2022-08-11,114.9,4.838,47.68,98.98,11,8,2022,3,223,32,3,117.22,112.7,114.73,114.78799999999998,113.631,2.536055578005458
2022-08-12,117.57,4.824,42.37,100.29,12,8,2022,4,224,32,3,114.9,114.89,111.32,115.228,113.6395,2.540214402471191
2022-08-15,115.86,4.806,39.82,98.51,15,8,2022,0,227,33,3,117.57,115.47,111.96,115.76400000000001,113.952,2.6229425019273127
2022-08-16,114.35,4.835,39.83,99.61,16,8,2022,1,228,33,3,115.86,113.66,118.23,115.84200000000001,114.147,2.612002861285573
2022-08-17,116.41,4.787,39.73,99.67,17,8,2022,2,229,33,3,114.35,117.22,110.73,115.97999999999999,113.953,2.430575197246392
2022-08-18,107.44,4.712,39.53,98.73,18,8,2022,3,230,33,3,116.41,114.9,113.62,115.81799999999998,114.237,2.3651217838891836
2022-08-19,117.85,4.859,37.53,99.68,19,8,2022,4,231,33,3,107.44,117.57,110.59,114.326,113.928,2.8115468677347972
2022-08-22,106.82,4.848,36.81,100.39,22,8,2022,0,234,34,3,117.85,115.86,112.51,114.38199999999999,114.29099999999998,2.826524553692597
2022-08-23,112.21,4.845,41.4,98.95,23,8,2022,1,235,34,3,106.82,114.35,111.44,112.574,114.0065,3.2672268540438267
2022-08-24,118.04,4.669,40.03,98.49,24,8,2022,2,236,34,3,112.21,116.41,113.7,112.14599999999999,114.045,3.2398139972593705
2022-08-25,118.22,4.788,46.01,98.78,25,8,2022,3,237,34,3,118.04,107.44,116.91,112.47200000000001,114.26200000000001,3.358655119318131
2022-08-26,114.34,4.805,43.19,98.89,26,8,2022,4,238,34,3,118.22,117.85,117.71,114.628,114.32749999999999,3.425129847710852
2022-08-29,115.72,4.677,43.2,96.15,29,8,2022,0,241,35,3,114.34,106.82,112.51,113.926,114.15899999999999,3.331585524229982
2022-08-30,122.03,4.741,39.71,99.32,30,8,2022,1,242,35,3,115.72,112.21,113.63,115.70599999999999,114.31949999999999,3.32527873782125
2022-08-31,116.97,4.724,41.93,97.83,31,8,2022,2,243,35,3,122.03,118.04,109.09,117.67,114.73949999999999,3.738424203633292
2022-09-01,124.84,4.853,43.67,100.27,1,9,2022,3,244,35,3,116.97,118.22,112.7,117.45599999999999,115.13349999999998,3.520571537032549
2022-09-02,118.77,4.851,44.96,99.13,2,9,2022,4,245,35,3,124.84,114.34,114.89,118.78,115.7405,4.080888029002789
2022-09-05,119.08,4.593,42.29,99.88,5,9,2022,0,248,36,3,118.77,115.72,115.47,119.66599999999998,115.9345,4.1302548347523365
2022-09-06,124.0,4.877,46.46,96.48,6,9,2022,1,249,36,3,119.08,122.03,113.66,120.33800000000001,116.11499999999998,4.187373878697124
2022-09-07,119.12,4.632,42.77,97.32,7,9,2022,2,250,36,3,124.0,116.97,117.22,120.73200000000001,116.63199999999999,4.495309368195284
2022-09-08,116.54,4.758,45.59,95.9,8,9,2022,3,251,36,3,119.12,124.84,114.9,121.16199999999999,116.727,4.52834476556106
2022-09-09,119.5,4.752,41.17,96.59,9,9,2022,4,252,36,3,116.54,118.77,117.57,119.502,116.80900000000001,4.5083243473653685
2022-09-12,119.17,4.608,36.76,99.42,12,9,2022,0,255,37,3,119.5,119.08,115.86,119.648,116.9055,4.545969267267662
2022-09-13,115.02,4.708,44.12,99.66,13,9,2022,1,256,37,3,119.17,124.0,114.35,119.66600000000001,117.07099999999998,4.56611074859291
2022-09-14,118.36,4.661,45.8,95.6,14,9,2022,2,257,37,3,115.02,119.12,116.41,117.87,117.10449999999999,4.547516933795029
2022-09-15,117.08,4.703,45.36,96.53,15,9,2022,3,258,37,3,118.36,116.54,107.44,117.718,117.202,4.552744227385788
2022-09-16,121.57,4.677,44.92,97.01,16,9,2022,4,259,37,3,117.08,119.5,117.85,117.826,117.684,3.9329504125227515
2022-09-19,119.47,4.742,42.5,97.91,19,9,2022,0,262,38,3,121.57,119.17,106.82,118.23999999999998,117.87,4.028029425491573
2022-09-20,118.89,4.661,40.99,94.3,20,9,2022,1,263,38,3,119.47,115.02,112.21,118.3,118.50249999999998,3.084185254520989
2022-09-21,118.61,4.642,45.85,94.44,21,9,2022,2,264,38,3,118.89,118.36,118.04,119.074,118.8365,2.7053091563762175
2022-09-22,119.39,4.729,45.51,97.5,22,9,2022,3,265,38,3,118.61,117.08,118.22,119.124,118.86499999999998,2.699472658052493
2022-09-23,121.22,4.692,42.16,93.76,23,9,2022,4,266,38,3,119.39,121.57,114.34,119.58599999999998,118.92350000000002,2.697435965777076
2022-09-26,115.54,4.702,48.33,95.94,26,9,2022,0,269,39,3,121.22,119.47,115.72,119.51599999999999,119.2675,2.5146494471594174
2022-09-27,115.54,4.604,41.47,96.78,27,9,2022,1,270,39,3,115.54,118.89,122.03,118.72999999999999,119.2585,2.528299355608993
2022-09-28,121.12,4.578,42.64,97.09,28,9,2022,2,271,39,3,115.54,118.61,116.97,118.06000000000002,118.934,2.570005938963917
2022-09-29,116.12,4.613,50.53,96.19,29,9,2022,3,272,39,3,121.12,119.39,124.84,118.56200000000001,119.14150000000002,2.570622032032887
2022-09-30,113.56,4.611,47.96,95.8,30,9,2022,4,273,39,3,116.12,121.22,118.77,117.90800000000002,118.7055,2.2758283049646555
2022-10-03,119.33,4.712,44.04,97.56,3,10,2022,0,276,40,4,113.56,115.54,119.08,116.376,118.44500000000001,2.5497502457659746
2022-10-04,119.23,4.728,46.43,96.67,4,10,2022,1,277,40,4,119.33,115.54,124.0,117.13399999999999,118.45750000000001,2.55363698322597
2022-10-05,113.48,4.652,46.09,95.23,5,10,2022,2,278,40,4,119.23,121.12,119.12,117.872,118.21900000000001,2.2081187515726786
2022-10-06,119.94,4.767,36.07,96.21,6,10,2022,3,279,40,4,113.48,116.12,116.54,116.34400000000001,117.93700000000001,2.435438142791306
2022-10-07,120.45,4.767,42.64,96.69,7,10,2022,4,280,40,4,119.94,113.56,119.5,117.10800000000002,118.107,2.451403679526138
2022-10-10,118.34,4.693,46.05,98.66,10,10,2022,0,283,41,4,120.45,119.33,119.17,118.48599999999999,118.15449999999998,2.4887356227599335
2022-10-11,119.08,4.624,45.12,97.24,11,10,2022,1,284,41,4,118.34,119.23,115.02,118.28800000000001,118.11300000000001,2.4778069675451597
2022-10-12,113.85,4.798,47.38,97.86,12,10,2022,2,285,41,4,119.08,113.48,118.36,118.258,118.316,2.375259321021493
2022-10-13,118.31,4.69,50.61,95.11,13,10,2022,3,286,41,4,113.85,119.94,117.08,118.332,118.09049999999999,2.5764264827560917
2022-10-14,117.29,4.71,45.68,95.22,14,10,2022,4,287,41,4,118.31,120.45,121.57,118.006,118.152,2.565693914548688
2022-10-17,116.96,4.684,43.55,95.65,17,10,2022,0,290,42,4,117.29,118.34,119.47,117.374,117.93800000000002,2.441066634851211
2022-10-18,120.13,4.654,48.54,95.78,18,10,2022,1,291,42,4,116.96,119.08,118.89,117.098,117.8125,2.4226103255513594
2022-10-19,122.32,4.621,46.42,94.49,19,10,2022,2,292,42,4,120.13,113.85,118.61,117.30799999999999,117.87449999999998,2.467096044893916
2022-10-20,123.5,4.777,47.17,97.91,20,10,2022,3,293,42,4,122.32,118.31,119.39,119.002,118.06000000000002,2.6574423794307003
2022-10-21,122.1,4.687,46.85,97.35,21,10,2022,4,294,42,4,123.5,117.29,121.22,120.03999999999999,118.2655,2.9123881952779302
2022-10-24,118.85,4.966,56.19,95.58,24,10,2022,0,297,43,4,122.1,116.96,115.54,121.002,118.3095,2.965536207837332
2022-10-25,120.76,4.685,40.66,97.02,25,10,2022,1,298,43,4,118.85,120.13,115.54,121.38,118.475,2.894349304201381
2022-10-26,121.54,4.683,47.31,96.42,26,10,2022,2,299,43,4,120.76,122.32,121.12,121.506,118.73600000000002,2.8507845642161467
2022-10-27,120.42,4.817,48.82,97.2,27,10,2022,3,300,43,4,121.54,123.5,116.12,121.35,118.75699999999999,2.87074738113786
2022-10-28,122.01,4.899,46.26,94.14,28,10,2022,4,301,43,4,120.42,122.1,113.56,120.734,118.97200000000001,2.823490933689288
2022-10-31,122.88,4.808,52.64,95.98,31,10,2022,0,304,44,4,122.01,118.85,119.33,120.71600000000001,119.3945,2.5939148932989533
2022-11-01,121.05,4.855,52.5,96.15,1,11,2022,1,305,44,4,122.88,120.76,119.23,121.522,119.572,2.7082128502204403
2022-11-02,119.06,4.697,49.66,97.23,2,11,2022,2,306,44,4,121.05,121.54,113.48,121.58,119.66300000000001,2.726631042531992
2022-11-03,121.23,4.79,49.05,95.4,3,11,2022,3,307,44,4,119.06,120.42,119.94,121.08399999999999,119.94200000000001,2.315089176409973
2022-11-04,124.94,4.774,49.77,92.65,4,11,2022,4,308,44,4,121.23,122.01,120.45,121.24600000000001,120.0065,2.332931914090769
2022-11-07,123.06,4.729,50.3,94.85,7,11,2022,0,311,45,4,124.94,122.88,118.34,121.832,120.23100000000002,2.580734085690798
2022-11-08,124.96,4.881,50.57,96.44,8,11,2022,1,312,45,4,123.06,121.05,119.08,121.86800000000001,120.46700000000001,2.6143029663743316
2022-11-09,125.68,4.728,50.36,96.7,9,11,2022,2,313,45,4,124.96,119.06,113.85,122.65,120.76100000000001,2.775755752942531
2022-11-10,123.05,4.805,52.07,99.21,10,11,2022,3,314,45,4,125.68,121.23,118.31,123.974,121.3525,2.469058791479639
2022-11-11,127.09,4.872,53.99,97.64,11,11,2022,4,315,45,4,123.05,124.94,117.29,124.33800000000001,121.58950000000002,2.38779897549224
2022-11-14,127.42,4.864,47.57,96.97,14,11,2022,0,318,46,4,127.09,123.06,116.96,124.768,122.07949999999998,2.463394053567387
2022-11-15,123.82,4.962,48.37,96.89,15,11,2022,1,319,46,4,127.42,124.96,120.13,125.64000000000001,122.6025,2.429413780273468
2022-11-16,131.86,4.967,46.1,98.68,16,11,2022,2,320,46,4,123.82,125.68,122.32,125.41199999999999,122.787,2.3711780327826504
2022-11-17,126.47,5.021,55.42,96.24,17,11,2022,3,321,46,4,131.86,123.05,123.5,126.648,123.26399999999998,3.1151402773168066
2022-11-18,123.87,5.023,53.44,97.01,18,11,2022,4,322,46,4,126.47,127.09,122.1,127.33200000000002,123.4125,3.196705335183863
2022-11-21,126.3,5.062,54.84,95.69,21,11,2022,0,325,47,4,123.87,127.42,118.85,126.68800000000002,123.501,3.182927980069411
2022-11-22,126.7,4.993,48.24,99.56,22,11,2022,1,326,47,4,126.3,123.82,120.76,126.46400000000001,123.8735,3.0428263782894196
2022-11-23,129.18,5.026,59.66,98.13,23,11,2022,2,327,47,4,126.7,131.86,121.54,127.04,124.17049999999999,3.012675808365143
2022-11-24,130.06,5.052,51.45,96.59,24,11,2022,3,328,47,4,129.18,126.47,120.42,126.50399999999999,124.55250000000001,3.1431226092589513
2022-11-25,129.72,5.037,54.34,97.59,25,11,2022,4,329,47,4,130.06,123.87,122.01,127.22200000000001,125.03450000000001,3.2143894811977427
2022-11-28,132.14,5.01,57.25,98.64,28,11,2022,0,332,48,4,129.72,126.3,122.88,128.392,125.42,3.29391624218328
2022-11-29,132.7,5.025,50.97,97.62,29,11,2022,1,333,48,4,132.14,126.7,121.05,129.56,125.883,3.5582906895827575
2022-11-30,132.69,5.001,52.68,97.32,30,11,2022,2,334,48,4,132.7,129.18,119.06,130.76,126.46549999999999,3.67706043206321
2022-12-01,133.39,5.097,55.39,97.27,1,12,2022,3,335,48,4,132.69,130.06,121.23,131.462,127.147,3.4906553448935917
2022-12-02,132.71,5.071,64.93,98.88,2,12,2022,4,336,48,4,133.39,129.72,124.94,132.128,127.755,3.4647070203458843
2022-12-05,126.34,5.04,56.47,97.96,5,12,2022,0,339,49,4,132.71,132.14,123.06,132.72599999999997,128.1435,3.566576236760325
2022-12-06,130.9,5.049,61.2,97.95,6,12,2022,1,340,49,4,126.34,132.7,124.96,131.56599999999997,128.30749999999998,3.3916427862417224
2022-12-07,126.19,5.018,59.96,96.76,7,12,2022,2,341,49,4,130.9,132.69,125.68,131.206,128.60449999999997,3.3428060620402174
2022-12-08,133.27,5.18,57.18,99.01,8,12,2022,3,342,49,4,126.19,133.39,123.05,129.906,128.63,3.3211982618820897
2022-12-09,133.59,5.124,52.59,98.76,9,12,2022,4,343,49,4,133.27,132.71,127.09,129.882,129.141,3.2015422270478697
2022-12-12,135.44,5.065,60.23,98.69,12,12,2022,0,346,50,4,133.59,126.34,127.42,130.05800000000002,129.466,3.3104466227530223
2022-12-13,137.38,5.188,51.43,99.6,13,12,2022,1,347,50,4,135.44,130.9,123.82,131.87800000000001,129.86700000000002,3.528147120693058
2022-12-14,132.75,5.098,62.43,100.57,14,12,2022,2,348,50,4,137.38,126.19,131.86,133.17399999999998,130.545,3.6069662131976425
2022-12-15,131.09,5.045,57.67,100.63,15,12,2022,3,349,50,4,132.75,133.27,126.47,134.48600000000002,130.5895,3.6294634589690307
2022-12-16,135.84,5.22,47.85,100.55,16,12,2022,4,350,50,4,131.09,133.59,123.87,134.05,130.82049999999998,3.4981205103961988
2022-12-19,131.62,5.115,56.37,99.5,19,12,2022,0,353,51,4,135.84,135.44,126.3,134.5,131.419,3.262401279005157
2022-12-20,132.72,5.128,59.99,99.15,20,12,2022,1,354,51,4,131.62,137.38,126.7,133.736,131.685,3.031788598377936
2022-12-21,136.02,5.163,57.01,98.57,21,12,2022,2,355,51,4,132.72,132.75,129.18,132.804,131.98600000000002,2.8008652798342033
2022-12-22,131.43,5.243,60.48,99.39,22,12,2022,3,356,51,4,136.02,131.09,130.06,133.458,132.328,2.8572375322644614
2022-12-23,135.26,5.166,55.14,100.45,23,12,2022,4,357,51,4,131.43,135.84,129.72,133.526,132.3965,2.8161288752641442
2022-12-26,134.72,5.083,53.95,99.38,26,12,2022,0,360,52,4,135.26,131.62,132.14,133.41,132.67350000000002,2.811465763055513
2022-12-27,129.85,5.206,58.4,100.84,27,12,2022,1,361,52,4,134.72,132.72,132.7,134.03,132.8025,2.844691963712813
2022-12-28,134.97,5.135,58.88,99.38,28,12,2022,2,362,52,4,129.85,136.02,132.69,133.456,132.66,2.92047040190656
2022-12-29,135.16,5.301,57.68,98.48,29,12,2022,3,363,52,4,134.97,131.43,133.39,133.246,132.774,2.965850193184454
2022-12-30,131.46,5.168,63.32,102.33,30,12,2022,4,364,52,4,135.16,135.26,132.71,133.992,132.8625,3.0112593536140406
2023-01-02,129.31,5.011,56.43,100.52,2,1,2023,0,2,1,1,131.46,134.72,126.34,133.23200000000003,132.8,3.027519394521154
2023-01-03,129.35,5.191,60.62,100.11,3,1,2023,1,3,1,1,129.31,129.85,130.9,132.15,132.94850000000002,2.754508791817832
2023-01-04,130.81,5.3,59.87,99.86,4,1,2023,2,4,1,1,129.35,134.97,126.19,132.05,132.871,2.835784306249359
2023-01-05,133.92,5.272,54.3,102.26,5,1,2023,3,5,1,1,130.81,135.16,133.27,131.218,133.102,2.4207058561701515
2023-01-06,129.38,5.286,55.24,103.82,6,1,2023,4,6,1,1,133.92,131.46,133.59,130.97,133.1345,2.427434155428025
2023-01-09,132.1,5.083,60.2,101.27,9,1,2023,0,9,2,1,129.38,129.31,135.44,130.554,132.924,2.5645239632114856
2023-01-10,127.1,5.214,67.19,101.68,10,1,2023,1,10,2,1,132.1,129.35,137.38,131.112,132.757,2.499998105260682
2023-01-11,129.7,5.095,62.38,103.73,11,1,2023,2,11,2,1,127.1,130.81,132.75,130.66199999999998,132.243,2.5556482337614583
2023-01-12,132.52,5.157,54.41,99.52,12,1,2023,3,12,2,1,129.7,133.92,131.09,130.44,132.0905,2.614132592375057
2023-01-13,138.24,5.046,49.65,105.3,13,1,2023,4,13,2,1,132.52,129.38,135.84,130.16,132.162,2.604867104397107
2023-01-16,126.02,5.085,63.36,106.13,16,1,2023,0,16,3,1,138.24,132.1,131.62,131.932,132.28199999999998,2.828871078529135
2023-01-17,135.62,5.076,60.54,98.51,17,1,2023,1,17,3,1,126.02,127.1,132.72,130.71599999999998,132.002,3.156064504709301
2023-01-18,131.36,5.18,64.95,102.53,18,1,2023,2,18,3,1,135.62,129.7,136.02,132.42000000000002,132.147,3.2558289428737472
2023-01-19,133.15,5.166,57.95,101.7,19,1,2023,3,19,3,1,131.36,132.52,131.43,132.752,131.914,3.1283212245870393
2023-01-20,131.65,5.122,62.33,102.48,20,1,2023,4,20,3,1,133.15,138.24,135.26,132.878,132.0,3.1379426716429255
2023-01-23,131.98,5.0,64.27,102.35,23,1,2023,0,23,4,1,131.65,126.02,134.72,131.56,131.8195,3.0429408818637196
2023-01-24,131.06,5.065,59.8,104.28,24,1,2023,1,24,4,1,131.98,135.62,129.85,132.752,131.6825,2.96619351144858
2023-01-25,135.82,5.026,59.93,102.98,25,1,2023,2,25,4,1,131.06,131.36,134.97,131.84,131.743,2.9390655514603123
2023-01-26,131.21,5.131,61.57,101.87,26,1,2023,3,26,4,1,135.82,133.15,135.16,132.732,131.78549999999998,2.9938207853390417
2023-01-27,135.59,5.144,63.43,103.06,27,1,2023,4,27,4,1,131.21,131.65,131.46,132.344,131.588,2.8879069091265226
2023-01-30,130.87,5.126,61.63,104.16,30,1,2023,0,30,5,1,135.59,131.98,129.31,133.132,131.7945,3.022781004305677
2023-01-31,132.16,4.99,65.13,101.69,31,1,2023,1,31,5,1,130.87,131.06,129.35,132.91000000000003,131.8725,2.9750468815397952
2023-02-01,129.66,4.842,60.14,101.06,1,2,2023,2,32,5,1,132.16,135.82,130.81,133.13,132.013,2.91540391712559
2023-02-02,134.02,4.9,57.15,106.58,2,2,2023,3,33,5,1,129.66,131.21,133.92,131.898,131.9555,2.951496453628347
2023-02-03,137.37,5.114,68.75,102.69,3,2,2023,4,34,5,1,134.02,135.59,129.38,132.45999999999998,131.9605,2.9550821076831575
2023-02-06,133.75,4.977,59.79,103.5,6,2,2023,0,37,6,1,137.37,130.87,132.1,132.81599999999997,132.35999999999999,3.1231680946371796
2023-02-07,133.64,4.942,59.94,103.16,7,2,2023,1,38,6,1,133.75,132.16,127.1,133.392,132.4425,3.1376975718865547
2023-02-08,131.71,5.1,61.72,104.63,8,2,2023,2,39,6,1,133.64,129.66,129.7,133.68800000000002,132.76950000000002,2.881984833224931
2023-02-09,134.01,5.064,62.2,106.5,9,2,2023,3,40,6,1,131.71,134.02,132.52,134.098,132.86999999999998,2.8032837887005213
2023-02-10,130.54,4.967,60.63,104.75,10,2,2023,4,41,6,1,134.01,137.37,138.24,134.096,132.9445,2.8132739402960802
2023-02-13,132.95,4.935,61.94,101.64,13,2,2023,0,44,7,1,130.54,133.75,126.02,132.72999999999996,132.5595,2.5664894618692515
2023-02-14,136.43,4.937,61.86,101.86,14,2,2023,1,45,7,1,132.95,133.64,135.62,132.57,132.906,2.053708840120996
2023-02-15,139.53,4.953,62.61,103.36,15,2,2023,2,46,7,1,136.43,131.71,131.36,133.12800000000001,132.94650000000001,2.1170567329472862
2023-02-16,145.41,5.04,53.74,103.58,16,2,2023,3,47,7,1,139.53,134.01,133.15,134.692,133.355,2.540666095833408
2023-02-17,134.29,4.948,68.57,101.41,17,2,2023,4,48,7,1,145.41,130.54,131.65,136.972,133.96800000000002,3.702135372427706
2023-02-20,140.48,4.96,61.43,105.23,20,2,2023,0,51,8,1,134.29,132.95,131.98,137.72199999999998,134.1,3.661983931666059
2023-02-21,137.61,4.982,63.96,102.37,21,2,2023,1,52,8,1,140.48,136.43,131.06,139.228,134.525,3.889188117141824
2023-02-22,136.07,4.81,57.08,106.24,22,2,2023,2,53,8,1,137.61,139.53,135.82,139.464,134.8525,3.8577043555368045
2023-02-23,137.99,4.937,60.23,106.72,23,2,2023,3,54,8,1,136.07,145.41,131.21,138.772,134.865,3.861407569921028
2023-02-24,137.26,4.855,59.49,103.61,24,2,2023,4,55,8,1,137.99,134.29,135.59,137.288,135.204,3.8210433956669023
2023-02-27,135.66,4.692,66.89,104.62,27,2,2023,0,58,9,1,137.26,140.48,130.87,137.882,135.2875,3.848073851735662
2023-02-28,135.62,4.712,59.65,102.09,28,2,2023,1,59,9,1,135.66,137.61,132.16,136.918,135.527,3.7050677953867
2023-03-01,132.19,4.782,64.31,104.85,1,3,2023,2,60,9,1,135.62,136.07,129.66,136.52,135.7,3.6193660392817883
2023-03-02,133.11,4.884,59.34,103.13,2,3,2023,3,61,9,1,132.19,137.99,134.02,135.74399999999997,135.82649999999998,3.436758379328585
2023-03-03,139.11,4.849,59.98,102.21,3,3,2023,4,62,9,1,133.11,137.26,137.37,134.768,135.781,3.467817302294886
2023-03-06,136.16,4.848,60.54,103.37,6,3,2023,0,65,10,1,139.11,135.66,133.75,135.13799999999998,135.868,3.531030265635314
2023-03-07,135.11,4.966,65.84,103.06,7,3,2023,1,66,10,1,136.16,135.62,133.64,135.238,135.9885,3.4958942459602262
2023-03-08,136.88,4.736,54.67,103.22,8,3,2023,2,67,10,1,135.11,132.19,131.71,135.13600000000002,136.062,3.4591793976684095
2023-03-09,138.75,4.818,56.61,105.08,9,3,2023,3,68,10,1,136.88,133.11,134.01,136.074,136.3205,3.3066543355372313
2023-03-10,137.6,4.837,54.33,102.42,10,3,2023,4,69,10,1,138.75,139.11,130.54,137.202,136.5575,3.302200024224795
2023-03-13,133.72,4.761,57.12,106.13,13,3,2023,0,72,11,1,137.6,136.16,132.95,136.9,136.9105,2.9874324039902813
2023-03-14,139.59,4.811,58.01,101.48,14,3,2023,1,73,11,1,133.72,135.11,136.43,136.41199999999998,136.949,2.9382628236838704
2023-03-15,139.38,4.695,55.11,105.82,15,3,2023,2,74,11,1,139.59,136.88,139.53,137.30800000000002,137.107,2.99333136013522
2023-03-16,137.29,4.903,58.11,101.79,16,3,2023,3,75,11,1,139.38,138.75,145.41,137.80800000000002,137.0995,2.9871223170188603
2023-03-17,137.91,4.755,53.54,103.23,17,3,2023,4,76,11,1,137.29,137.6,134.29,137.516,136.6935,2.261930416815803
2023-03-20,138.94,4.944,56.76,102.42,20,3,2023,0,79,12,1,137.91,133.72,140.48,137.578,136.87449999999998,2.2035628446941176
2023-03-21,136.64,4.799,64.42,102.55,21,3,2023,1,80,12,1,138.94,139.59,137.61,138.622,136.79749999999999,2.0951846420305484
2023-03-22,135.25,4.874,61.54,104.17,22,3,2023,2,81,12,1,136.64,139.38,136.07,138.03199999999998,136.749,2.086596069651457
2023-03-23,134.41,4.799,60.68,105.13,23,3,2023,3,82,12,1,135.25,137.29,137.99,137.206,136.708,2.108580465369429
2023-03-24,134.41,4.802,56.41,104.56,24,3,2023,4,83,12,1,134.41,137.91,137.26,136.63,136.52900000000002,2.1456514162347675
2023-03-27,129.97,4.765,54.22,102.07,27,3,2023,0,86,13,1,134.41,138.94,135.66,135.93,136.3865,2.188754211872663
2023-03-28,134.58,4.816,55.49,102.85,28,3,2023,1,87,13,1,129.97,136.64,135.62,134.136,136.102,2.616215828854402
2023-03-29,128.31,4.833,59.21,101.29,29,3,2023,2,88,13,1,134.58,135.25,132.19,133.724,136.05,2.636556765734016
2023-03-30,128.85,4.759,62.29,100.86,30,3,2023,3,89,13,1,128.31,134.41,133.11,132.33599999999998,135.85600000000002,3.046417049928616
2023-03-31,134.64,4.809,62.29,100.52,31,3,2023,4,90,13,1,128.85,134.41,139.11,131.224,135.643,3.3792604298310853
2023-04-03,132.84,4.78,60.96,101.46,3,4,2023,0,93,14,2,134.64,129.97,136.16,131.27,135.4195,3.2843768534959783
2023-04-04,135.73,4.988,56.05,102.37,4,4,2023,1,94,14,2,132.84,134.58,135.11,131.844,135.2535,3.3285831899807325
2023-04-05,129.95,4.826,58.58,99.01,5,4,2023,2,95,14,2,135.73,128.31,136.88,132.07399999999998,135.2845,3.330063181001887
2023-04-06,127.48,4.947,57.24,101.68,6,4,2023,3,96,14,2,129.95,128.85,138.75,132.402,134.938,3.5109386958912636
2023-04-07,128.81,4.831,57.53,103.9,7,4,2023,4,97,14,2,127.48,134.64,137.6,132.128,134.37449999999998,3.762326372981639
2023-04-10,128.91,4.87,64.95,103.18,10,4,2023,0,100,15,2,128.81,132.84,133.72,130.962,133.935,3.877353275243807
2023-04-11,130.16,4.767,51.51,100.49,11,4,2023,1,101,15,2,128.91,135.73,139.59,130.176,133.6945,4.037267803327
2023-04-12,132.81,4.836,56.72,99.14,12,4,2023,2,102,15,2,130.16,129.95,139.38,129.062,133.223,3.8592378576730413
2023-04-13,127.68,4.89,61.64,101.79,13,4,2023,3,103,15,2,132.81,127.48,137.29,129.63400000000001,132.8945,3.576857596151902
2023-04-14,131.84,4.995,52.12,97.49,14,4,2023,4,104,15,2,127.68,128.81,137.91,129.674,132.414,3.600711040890652
2023-04-17,126.46,4.909,54.55,102.5,17,4,2023,0,107,16,2,131.84,128.91,138.94,130.28,132.1105,3.3609091423526847
2023-04-18,131.12,4.999,54.8,100.37,18,4,2023,1,108,16,2,126.46,130.16,136.64,129.79,131.4865,3.1798465289005104
2023-04-19,129.01,4.957,55.72,103.3,19,4,2023,2,109,16,2,131.12,132.81,135.25,129.98200000000003,131.2105,2.939470906561014
2023-04-20,128.7,5.036,50.76,97.83,20,4,2023,3,110,16,2,129.01,127.68,134.41,129.22200000000004,130.8985,2.8167455558335788
2023-04-21,128.09,4.929,58.27,101.66,21,4,2023,4,111,16,2,128.7,131.84,134.41,129.426,130.613,2.7301399617087134
2023-04-24,129.39,5.111,58.05,99.99,24,4,2023,0,114,17,2,128.09,126.46,129.97,128.676,130.297,2.631497672427748
2023-04-25,128.44,4.921,57.33,99.5,25,4,2023,1,115,17,2,129.39,131.12,134.58,129.262,130.268,2.638477631233394
2023-04-26,135.04,4.912,52.35,97.81,26,4,2023,2,116,17,2,128.44,129.01,128.31,128.726,129.96099999999998,2.461631679660579
2023-04-27,128.95,4.892,55.53,100.61,27,4,2023,3,117,17,2,135.04,128.7,128.85,129.93199999999996,130.29749999999999,2.674821932094489
2023-04-28,130.28,5.152,51.92,100.6,28,4,2023,4,118,17,2,128.95,128.09,134.64,129.982,130.30249999999998,2.6720657788139177
2023-05-01,124.33,5.058,53.41,102.12,1,5,2023,0,121,18,2,130.28,129.39,132.84,130.42,130.0845,2.4697634129167514
2023-05-02,126.68,4.989,61.94,100.82,2,5,2023,1,122,18,2,124.33,128.44,135.73,129.408,129.659,2.693025885699115
2023-05-03,130.44,5.112,54.57,98.28,3,5,2023,2,123,18,2,126.68,135.04,129.95,129.05599999999998,129.20649999999998,2.3588317246586694
2023-05-04,129.94,5.085,49.91,97.53,4,5,2023,3,124,18,2,130.44,128.95,127.48,128.13600000000002,129.231,2.3694811779426748
2023-05-05,135.9,5.186,54.53,96.84,5,5,2023,4,125,18,2,129.94,130.28,128.81,128.334,129.35399999999998,2.3374353917315642
2023-05-08,130.66,4.952,48.66,100.97,8,5,2023,0,128,19,2,135.9,124.33,128.91,129.45800000000003,129.70850000000002,2.7515474593481857
2023-05-09,135.87,5.054,49.03,97.46,9,5,2023,1,129,19,2,130.66,126.68,130.16,130.724,129.796,2.7526435141118903
2023-05-10,132.01,5.053,49.41,100.72,10,5,2023,2,130,19,2,135.87,130.44,132.81,132.562,130.0815,3.070184762140034
2023-05-11,131.65,4.959,51.32,99.16,11,5,2023,3,131,19,2,132.01,129.94,127.68,132.876,130.04149999999998,3.0378061249237494
2023-05-12,131.99,5.183,55.99,98.74,12,5,2023,4,132,19,2,131.65,135.9,131.84,133.21800000000002,130.24,3.0049047624794247
